"Product ID","Air temperature [K]","Process temperature [K]","Rotational speed [rpm]","Torque [Nm]","Tool wear [min]","Failure Type"
"L52830","302.5","312.0","1456","46.3","208","No Failure"
"M20511","302.5","312.0","1447","45.7","210","No Failure"
"L52832","302.4","311.8","1727","26.5","213","No Failure"
"L52833","302.4","311.7","1495","36.8","215","No Failure"
"L52834","302.3","311.6","1544","34.3","0","No Failure"
"L52835","302.3","311.5","1387","47.3","2","No Failure"
"M20516","302.3","311.5","1316","47.2","4","No Failure"
"L52837","302.3","311.5","1794","26.1","7","No Failure"
"M20518","302.2","311.4","1372","55.1","9","No Failure"
"M20519","302.3","311.5","1674","30.0","12","No Failure"
"L52840","302.2","311.4","1477","41.7","15","No Failure"
"L52841","302.2","311.4","1397","53.0","17","No Failure"
"L52842","302.2","311.5","1616","34.0","19","No Failure"
"M20523","302.3","311.5","1530","42.3","21","No Failure"
"M20524","302.2","311.4","1539","35.1","24","No Failure"
"L52845","302.3","311.4","1845","21.9","27","No Failure"
"L52846","302.2","311.4","1430","43.1","29","No Failure"
"L52847","302.2","311.4","2080","19.2","31","No Failure"
"M20528","302.2","311.4","1432","45.3","33","No Failure"
"M20529","302.2","311.5","1479","39.5","36","No Failure"
"L52850","302.2","311.5","1424","45.2","39","No Failure"
"H35085","302.2","311.6","1534","37.2","41","No Failure"
"H35086","302.1","311.6","1701","26.2","46","No Failure"
"L52853","302.2","311.6","1462","50.0","51","No Failure"
"M20534","302.2","311.7","1393","42.5","53","No Failure"
"M20535","302.3","311.7","1453","42.5","56","No Failure"
"L52856","302.3","311.8","1565","37.8","59","No Failure"
"L52857","302.3","311.8","1281","51.7","61","No Failure"
"M20538","302.2","311.7","1584","36.2","63","No Failure"
"M20539","302.2","311.7","1466","49.0","66","No Failure"
"M20540","302.2","311.6","1386","50.5","69","No Failure"
"L52861","302.2","311.6","1383","44.3","72","No Failure"
"H35096","302.3","311.6","1441","53.9","74","No Failure"
"M20543","302.2","311.6","1592","37.7","79","No Failure"
"H35098","302.2","311.6","1594","36.8","82","No Failure"
"L52865","302.2","311.5","1482","45.6","87","No Failure"
"L52866","302.2","311.6","1658","31.4","89","No Failure"
"L52867","302.3","311.7","2170","18.2","91","No Failure"
"M20548","302.3","311.7","1423","44.6","93","No Failure"
"L52869","302.4","311.8","1543","31.1","96","No Failure"
"L52870","302.3","311.8","1435","44.8","98","No Failure"
"L52871","302.4","311.8","1320","56.4","100","No Failure"
"M20552","302.4","311.9","1313","55.7","102","No Failure"
"M20553","302.4","311.8","1453","42.1","105","No Failure"
"L52874","302.4","311.8","1508","45.7","108","No Failure"
"L52875","302.4","311.8","1451","42.0","110","No Failure"
"H35110","302.5","311.9","1595","34.6","112","No Failure"
"L52877","302.5","311.9","1354","49.4","117","No Failure"
"L52878","302.5","311.9","1265","59.8","119","No Failure"
"L52879","302.4","311.9","1867","25.9","121","No Failure"
"L52880","302.5","311.9","1497","41.6","123","No Failure"
"M20561","302.5","311.9","1347","54.3","125","No Failure"
"L52882","302.3","311.7","1544","43.2","128","No Failure"
"H35117","302.3","311.7","1456","45.4","130","No Failure"
"L52884","302.5","311.8","1335","52.7","135","No Failure"
"L52885","302.4","311.9","1452","43.1","137","No Failure"
"L52886","302.4","311.9","1290","70.0","139","Power Failure"
"L52887","302.4","311.8","1448","43.4","141","No Failure"
"L52888","302.3","311.7","1611","38.6","143","No Failure"
"L52889","302.2","311.7","1556","38.6","145","No Failure"
"H35124","302.2","311.7","1413","46.5","147","No Failure"
"L52891","302.2","311.6","1545","35.9","152","No Failure"
"L52892","302.2","311.7","1330","54.6","154","No Failure"
"L52893","302.2","311.9","1596","38.0","156","No Failure"
"L52894","302.2","311.8","1618","36.0","158","No Failure"
"H35129","302.2","311.9","1597","35.8","160","No Failure"
"L52896","302.3","312.0","1354","52.2","165","No Failure"
"L52897","302.3","312.0","1746","28.1","167","No Failure"
"L52898","302.4","312.0","1621","32.5","169","No Failure"
"L52899","302.3","312.0","1398","43.3","171","No Failure"
"L52900","302.3","311.9","1434","51.9","173","No Failure"
"M20581","302.3","311.8","1443","43.4","175","No Failure"
"L52902","302.2","311.7","1488","44.6","178","No Failure"
"M20583","302.3","311.8","1475","48.0","180","No Failure"
"L52904","302.3","311.8","1433","50.3","183","No Failure"
"M20585","302.3","311.8","1557","34.1","185","No Failure"
"M20586","302.4","311.9","1398","50.1","188","No Failure"
"M20587","302.3","311.8","1559","34.4","191","No Failure"
"M20588","302.4","311.9","1422","46.4","194","No Failure"
"M20589","302.3","311.8","1463","35.7","197","No Failure"
"L52910","302.3","311.7","1793","25.3","200","No Failure"
"L52911","302.2","311.6","1872","20.4","202","No Failure"
"L52912","302.2","311.7","1412","44.5","204","No Failure"
"L52913","302.3","311.8","1487","43.2","206","No Failure"
"L52914","302.3","311.8","1369","56.2","208","Overstrain Failure"
"L52915","302.4","311.8","1673","30.1","210","No Failure"
"M20596","302.4","311.9","1439","36.6","212","No Failure"
"L52917","302.3","311.8","1574","42.8","215","No Failure"
"L52918","302.3","311.7","1281","48.8","0","No Failure"
"M20599","302.2","311.7","1653","31.4","2","No Failure"
"M20600","302.3","311.7","1535","38.3","5","No Failure"
"M20601","302.3","311.7","1483","40.5","8","No Failure"
"L52922","302.3","311.7","1414","47.0","11","No Failure"
"M20603","302.2","311.6","1379","42.9","13","No Failure"
"H35158","302.2","311.5","1482","42.6","16","No Failure"
"L52925","302.1","311.5","1987","20.1","21","No Failure"
"M20606","302.1","311.5","1635","31.6","23","No Failure"
"L52927","302.1","311.5","1533","39.4","26","No Failure"
"M20608","302.2","311.7","1576","34.0","28","No Failure"
"H35163","302.2","311.8","1330","62.4","31","No Failure"
"L52930","302.2","311.8","1981","21.8","36","No Failure"
"H35165","302.3","311.8","1475","42.8","38","No Failure"
"H35166","302.3","311.8","1804","25.0","43","No Failure"
"L52933","302.2","311.6","1416","54.1","48","No Failure"
"L52934","302.1","311.5","1727","27.7","50","No Failure"
"L52935","302.1","311.4","1391","49.2","52","No Failure"
"M20616","302.0","311.5","1366","52.3","54","No Failure"
"L52937","301.9","311.3","1366","55.6","57","No Failure"
"L52938","301.9","311.3","1501","40.8","59","No Failure"
"L52939","301.8","311.3","1551","35.8","61","No Failure"
"M20620","301.9","311.3","1522","35.6","63","No Failure"
"L52941","301.9","311.2","1369","49.8","66","No Failure"
"L52942","301.8","311.2","1334","52.3","68","No Failure"
"H35177","301.8","311.2","1451","39.4","70","No Failure"
"L52944","301.7","311.2","1589","37.9","75","No Failure"
"L52945","301.7","311.3","1708","30.5","77","No Failure"
"M20626","301.7","311.2","1413","42.6","79","No Failure"
"M20627","301.6","311.2","1415","46.5","82","No Failure"
"L52948","301.7","311.3","1421","45.9","85","No Failure"
"L52949","301.7","311.3","1348","51.0","87","No Failure"
"L52950","301.6","311.2","1408","42.9","89","No Failure"
"L52951","301.6","311.2","1525","43.7","91","No Failure"
"L52952","301.6","311.3","1706","29.9","93","No Failure"
"H35187","301.6","311.2","1395","46.8","95","No Failure"
"L52954","301.5","311.1","1602","34.3","100","No Failure"
"L52955","301.6","311.1","1907","21.5","102","No Failure"
"L52956","301.6","311.1","1325","49.2","104","No Failure"
"L52957","301.6","311.1","1408","44.4","106","No Failure"
"M20638","301.7","311.1","1489","41.4","108","No Failure"
"L52959","301.6","311.1","1680","29.2","111","No Failure"
"L52960","301.7","311.2","1517","42.4","113","No Failure"
"M20641","301.7","311.1","1618","36.7","115","No Failure"
"L52962","301.7","311.1","1455","39.8","118","No Failure"
"H35197","301.8","311.1","1543","36.4","120","No Failure"
"M20644","301.8","311.1","1399","41.8","125","No Failure"
"L52965","301.7","311.1","1469","37.2","128","No Failure"
"L52966","301.7","311.2","1521","36.7","130","No Failure"
"L52967","301.7","311.3","1584","38.8","132","No Failure"
"L52968","301.8","311.5","1443","43.3","134","No Failure"
"M20649","301.8","311.5","1416","49.0","136","No Failure"
"M20650","301.7","311.2","1563","34.5","139","No Failure"
"M20651","301.8","311.3","1542","40.1","142","No Failure"
"M20652","301.8","311.3","1624","31.6","145","No Failure"
"L52973","301.8","311.3","1471","44.2","148","No Failure"
"M20654","301.9","311.5","1492","40.8","150","No Failure"
"M20655","301.9","311.4","1465","39.9","153","No Failure"
"L52976","301.7","311.1","1399","55.1","156","No Failure"
"L52977","301.6","311.0","1431","42.6","158","No Failure"
"L52978","301.5","310.9","1600","39.0","160","No Failure"
"L52979","301.5","310.8","1593","34.5","162","No Failure"
"L52980","301.5","310.9","1469","44.7","164","No Failure"
"L52981","301.5","310.8","1413","44.6","166","No Failure"
"L52982","301.4","310.8","1490","38.0","168","No Failure"
"L52983","301.5","310.9","1671","31.1","170","No Failure"
"L52984","301.5","310.9","1365","46.5","172","No Failure"
"M20665","301.4","310.9","1557","39.3","174","No Failure"
"L52986","301.4","310.9","1440","45.4","177","No Failure"
"M20667","301.4","310.9","1489","38.9","179","No Failure"
"L52988","301.4","311.0","1733","25.7","182","No Failure"
"H35223","301.3","311.0","1580","36.6","184","No Failure"
"L52990","301.3","311.0","1856","21.9","189","No Failure"
"L52991","301.3","311.1","1454","40.3","191","No Failure"
"L52992","301.4","311.1","1495","36.3","193","No Failure"
"L52993","301.2","311.0","1761","29.1","195","No Failure"
"M20674","301.3","311.0","1402","47.5","197","No Failure"
"L52995","301.2","311.0","1670","33.0","200","No Failure"
"L52996","301.3","311.0","1582","35.6","202","No Failure"
"L52997","301.3","311.0","1542","35.1","204","No Failure"
"L52998","301.3","311.0","1539","36.9","206","No Failure"
"L52999","301.3","311.0","1418","41.9","208","No Failure"
"L53000","301.3","311.1","1723","27.6","210","No Failure"
"L53001","301.3","311.1","1303","49.2","212","No Failure"
"M20682","301.3","311.0","1463","50.2","214","No Failure"
"L53003","301.2","311.0","1544","39.3","217","No Failure"
"L53004","301.2","311.0","1596","37.2","219","No Failure"
"L53005","301.3","311.1","1413","42.0","221","No Failure"
"M20686","301.3","311.1","1492","41.2","223","No Failure"
"L53007","301.3","311.1","1624","40.9","0","No Failure"
"L53008","301.3","311.1","1504","39.1","2","No Failure"
"M20689","301.2","311.1","1574","34.3","4","No Failure"
"M20690","301.3","311.2","1438","42.4","7","No Failure"
"L53011","301.3","311.3","1474","50.7","10","No Failure"
"L53012","301.3","311.2","1675","32.1","12","No Failure"
"L53013","301.3","311.2","1457","44.5","14","No Failure"
"L53014","301.3","311.3","1434","49.8","16","No Failure"
"L53015","301.3","311.2","1668","30.1","18","No Failure"
"L53016","301.2","311.1","1550","39.7","20","No Failure"
"M20697","301.3","311.1","1834","25.4","22","No Failure"
"M20698","301.4","311.2","1476","36.5","25","No Failure"
"M20699","301.4","311.2","1541","36.3","28","No Failure"
"M20700","301.3","311.1","1581","30.9","31","No Failure"
"M20701","301.3","311.1","1678","30.7","34","No Failure"
"L53022","301.4","311.2","1355","50.6","37","No Failure"
"L53023","301.5","311.2","1700","28.8","39","No Failure"
"L53024","301.4","311.1","1462","37.1","41","No Failure"
"M20705","301.4","311.2","1727","26.5","43","No Failure"
"L53026","301.4","311.3","1674","33.3","46","No Failure"
"L53027","301.4","311.3","1397","42.3","48","No Failure"
"L53028","301.4","311.3","2323","15.9","50","No Failure"
"M20709","301.4","311.2","1434","47.6","52","No Failure"
"L53030","301.3","311.1","1560","35.3","55","No Failure"
"L53031","301.2","311.0","1573","32.8","57","No Failure"
"H35266","301.2","310.9","1798","22.3","59","No Failure"
"L53033","301.2","311.0","1567","35.1","64","No Failure"
"L53034","301.2","310.9","1416","53.3","66","No Failure"
"M20715","301.2","310.9","1424","45.2","68","No Failure"
"H35270","301.2","310.9","1598","35.9","71","No Failure"
"L53037","301.3","310.9","1760","23.9","76","No Failure"
"L53038","301.3","311.0","1348","44.5","78","No Failure"
"L53039","301.3","311.0","1542","33.6","80","No Failure"
"L53040","301.3","310.9","1566","33.1","82","No Failure"
"L53041","301.3","311.0","1554","47.7","84","No Failure"
"L53042","301.4","311.0","1470","40.6","86","No Failure"
"M20723","301.4","311.1","1758","25.4","88","No Failure"
"M20724","301.4","311.0","1486","36.5","91","No Failure"
"M20725","301.5","311.1","1402","40.0","94","No Failure"
"L53046","301.5","311.1","1459","45.1","97","No Failure"
"L53047","301.5","311.0","1494","45.3","99","No Failure"
"L53048","301.5","311.1","1731","27.9","101","No Failure"
"L53049","301.5","311.1","2076","18.7","103","No Failure"
"L53050","301.5","311.1","2055","16.8","105","No Failure"
"L53051","301.5","311.1","1469","49.5","107","No Failure"
"M20732","301.5","311.0","1504","42.6","109","No Failure"
"M20733","301.5","311.1","1396","43.5","112","No Failure"
"M20734","301.5","311.1","1660","33.8","115","No Failure"
"M20735","301.5","311.0","1577","39.7","118","No Failure"
"L53056","301.5","311.1","1426","52.1","121","No Failure"
"L53057","301.5","311.1","1458","41.4","123","No Failure"
"L53058","301.4","311.0","1533","45.8","125","No Failure"
"L53059","301.4","311.0","1701","28.4","127","No Failure"
"L53060","301.5","311.1","1434","49.6","129","No Failure"
"L53061","301.4","311.1","1952","22.7","131","No Failure"
"L53062","301.4","311.1","1469","36.9","133","No Failure"
"L53063","301.4","311.1","1800","26.0","135","No Failure"
"M20744","301.3","311.1","1438","43.0","137","No Failure"
"L53065","301.3","311.1","1647","28.2","140","No Failure"
"L53066","301.4","311.1","1494","41.9","142","No Failure"
"H35301","301.4","311.1","1445","41.4","144","No Failure"
"M20748","301.5","311.1","1507","38.6","149","No Failure"
"M20749","301.4","311.0","1234","55.8","152","No Failure"
"L53070","301.4","311.0","1634","32.6","155","No Failure"
"L53071","301.4","311.0","1334","53.3","157","No Failure"
"L53072","301.4","311.1","1472","44.5","159","No Failure"
"M20753","301.3","311.0","1410","52.7","161","No Failure"
"L53074","301.2","310.9","1597","37.9","164","No Failure"
"M20755","301.2","310.9","1460","46.7","166","No Failure"
"L53076","301.1","310.8","1274","55.7","169","No Failure"
"M20757","301.0","310.7","1517","40.2","171","No Failure"
"L53078","301.0","310.7","1300","57.2","174","No Failure"
"H35313","300.9","310.6","1686","27.7","176","No Failure"
"M20760","300.9","310.7","1485","41.0","181","No Failure"
"L53081","301.0","310.7","1464","45.8","184","No Failure"
"L53082","300.9","310.6","1598","35.4","186","No Failure"
"L53083","300.9","310.5","1894","21.9","188","No Failure"
"M20764","300.8","310.5","1330","59.0","190","No Failure"
"H35319","300.8","310.5","1582","31.1","193","No Failure"
"L53086","300.7","310.3","1533","35.6","198","No Failure"
"H35321","300.8","310.4","1419","46.4","200","No Failure"
"M20768","300.8","310.3","1526","36.3","205","No Failure"
"H35323","300.7","310.2","1364","65.3","208","Power Failure"
"M20770","300.8","310.3","1458","43.4","0","No Failure"
"M20771","300.8","310.4","1288","64.0","3","No Failure"
"M20772","300.7","310.3","1659","29.8","6","No Failure"
"H35327","300.7","310.2","1479","52.3","9","No Failure"
"L53094","300.7","310.3","1592","36.0","14","No Failure"
"M20775","300.6","310.2","1532","38.7","16","No Failure"
"L53096","300.6","310.2","1555","41.9","19","No Failure"
"L53097","300.6","310.2","1341","52.6","21","No Failure"
"L53098","300.6","310.1","1541","42.0","23","No Failure"
"L53099","300.6","310.3","1414","50.6","25","No Failure"
"L53100","300.5","310.2","1764","25.9","27","No Failure"
"L53101","300.5","310.3","1336","57.1","29","No Failure"
